"adm1_name","Easting","Northing","Datetime","fcs","cv_ind","rainfall_3_months_anomaly_cubic_intp","ndvi_value_cubic_intp","ndvi_anomaly_cubic_intp","log_currency_exchange","log_Area","Muslim","log_food_inflation","log_food_inflation_MPI","log_fatalities_explosions","MPI","n_conflicts_Battles_rolsum_90days","log_fatalities_battles","headline_inflation_cubic_intp","day_num"
"Abia",1459.76379335693,-4916.26116881343,"2023-03-01",0.311553611594421,2,0.842933,0.6216,1.00701,6.13333296495721,0.333999829025263,0.001,3.19362986617234,0.322556616483406,0,0.101,3,1.38629436111989,21.9583088579923,22
"Abia",1459.76379335693,-4916.26116881343,"2023-03-08",0.295757880950517,2,0.903467815816608,0.643836487946175,1.01404941768345,6.1333763507874,0.333999829025263,0.001,3.19506190649015,0.322701252555505,0,0.101,4,1.38629436111989,21.9976518426434,23
"Abia",1459.76379335693,-4916.26116881343,"2023-03-15",0.286044756544526,2,0.930688790587606,0.666272328209866,1.02047362208721,6.13348480712841,0.333999829025263,0.001,3.19663021592088,0.322859651808009,0,0.101,4,1.38629436111989,22.04,24
"Abia",1459.76379335693,-4916.26116881343,"2023-03-22",0.28711981177583,2,1.00158287435186,0.687583574869787,1.02459243061392,6.1332895772446,0.333999829025263,0.001,3.19807371620376,0.32300544533658,0,0.101,4,1.38629436111989,22.0810939710331,25
"Abia",1459.76379335693,-4916.26116881343,"2023-03-29",0.301870481024852,2,1.00069837089346,0.704772643536619,1.0256214169911,6.13300751121759,0.333999829025263,0.001,3.19943709299457,0.323143146392452,0,0.101,4,1.38629436111989,22.1209985537917,26
"Abia",1459.76379335693,-4916.26116881343,"2023-04-05",0.316443739878612,2,0.928012086327501,0.720414149228322,1.02518026273782,6.13309430923865,0.333999829025263,0.001,3.20084072329341,0.323284913052634,0,0.101,4,1.38629436111989,22.1608595855944,27
"Abia",1459.76379335693,-4916.26116881343,"2023-04-12",0.318517024715503,2,0.843404573533265,0.735336695765254,1.02438509731726,6.13302921142916,0.333999829025263,0.001,3.20240430009166,0.323442834309258,0,0.101,4,1.38629436111989,22.2018229037597,28
"Abia",1459.76379335693,-4916.26116881343,"2023-04-19",0.313572956186223,2,0.799959102871489,0.748596620441048,1.0235351296204,6.13346311680121,0.333999829025263,0.001,3.2042375566447,0.323627993221115,0,0.101,3,0,22.2449529827306,29
"Abia",1459.76379335693,-4916.26116881343,"2023-04-26",0.313362783572802,2,0.757859296983927,0.760367156718742,1.0227334588855,6.13333296495721,0.333999829025263,0.001,3.20629573872898,0.323835869611627,0,0.101,3,0,22.2899476549023,30
"Abia",1459.76379335693,-4916.26116881343,"2023-05-03",0.299669174545318,2,0.777790732933315,0.770699034718968,1.02211672005679,6.13307261043967,0.333999829025263,0.001,3.20840716975123,0.324049124144874,0,0.101,5,1.6094379124341,22.3353707575939,31
"Abia",1459.76379335693,-4916.26116881343,"2023-05-10",0.30340977883629,2,0.881194926747139,0.779694916289763,1.02169702356958,6.13352818637145,0.333999829025263,0.001,3.21039771971096,0.324250169690807,0,0.101,5,1.6094379124341,22.3797518031615,32
"Abia",1459.76379335693,-4916.26116881343,"2023-05-17",0.287941458281838,2,0.930491169303784,0.787721189791554,1.02125313753142,6.1338317883949,0.333999829025263,0.001,3.21209910057179,0.324422009157751,0,0.101,5,1.6094379124341,22.4216884499441,33
"Abia",1459.76379335693,-4916.26116881343,"2023-05-24",0.27718492487608,2,0.941935348629264,0.794295368309423,1.02083725961973,6.13400523389009,0.333999829025263,0.001,3.21373460511407,0.324587195116521,0,0.101,4,1.6094379124341,22.4657155750663,34
"Abia",1459.76379335693,-4916.26116881343,"2023-05-31",0.277111127663825,2,0.952982354635639,0.799352632380643,1.02037568655623,6.13469871519389,0.333999829025263,0.001,3.21621257768847,0.324837470346536,0,0.101,2,1.6094379124341,22.5268284640725,35
"Abia",1459.76379335693,-4916.26116881343,"2023-06-07",0.29022922677447,2,0.946253140148511,0.803552165867855,1.01951900728528,6.13595442559293,0.333999829025263,0.001,3.22050053770066,0.325270554307767,0,0.101,2,1.6094379124341,22.621087183494,36
"Abia",1459.76379335693,-4916.26116881343,"2023-06-14",0.280025965444181,2,0.89979325941605,0.806402668016922,1.01800864077991,6.41542423785231,0.333999829025263,0.001,3.2275422286118,0.325981765089792,0,0.101,2,1.6094379124341,22.7645517998624,37
"Abia",1459.76379335693,-4916.26116881343,"2023-06-21",0.274815633976726,2,0.836098,0.8076,1.01553,6.61472560020376,0.333999829025263,0.001,3.23808324781544,0.327046408029359,0,0.101,2,1.6094379124341,22.9706820153819,38
"Abia",1459.76379335693,-4916.26116881343,"2023-06-28",0.262165097629244,2,0.820981468021019,0.807588850797366,1.01201594117853,6.6253260528118,0.333999829025263,0.001,3.25187314374367,0.328439187518111,0,0.101,3,2.07944154167984,23.2368899135143,39
"Abia",1459.76379335693,-4916.26116881343,"2023-07-05",0.269553140890569,2,0.873792530118342,0.806701301248172,1.00876192527219,6.65027904858742,0.333999829025263,0.001,3.26829008663537,0.330097298750172,0,0.101,3,2.07944154167984,23.5544719060629,40
"Abia",1459.76379335693,-4916.26116881343,"2023-07-12",0.270685137880323,2,0.939229001829835,0.805141148410933,1.00584752056116,6.65415252018322,0.333999829025263,0.001,3.28672409923927,0.331959134023166,0,0.101,3,2.07944154167984,23.9147123661071,41
"Abia",1459.76379335693,-4916.26116881343,"2023-07-19",0.287314596750016,2,0.952316724280704,0.803214009381999,1.00265162560064,6.66225108142923,0.333999829025263,0.001,3.30657172391301,0.333963744115214,0,0.101,3,2.07944154167984,24.308492056059,42
"Abia",1459.76379335693,-4916.26116881343,"2023-07-26",0.305557260506833,2,0.953583306136017,0.801655243099648,1.00004289432953,6.6706649215353,0.333999829025263,0.001,3.32695521332836,0.336022476546165,0,0.101,4,2.30258509299405,24.7199123404044,43
