"beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","iteration","cv_fold"
0.18462052,-0.03295267,0.010734832,0.043957332,-0.097501916,80,2
0.28326482,-0.047561902,0.012066771,-0.068867371,-0.016238006,81,2
0.26179898,-0.043307195,0.008016303,-0.044551805,-0.12980995,82,2
0.23775051,-0.036068276,0.00088937527,-0.012082033,-0.11300513,83,2
0.21102471,-0.04673813,-0.044642821,-0.039573441,-0.092391959,84,2
0.21815655,-0.027204804,0.0246704,-0.026854632,-0.014430228,85,2
0.25330147,-0.076514682,0.015151656,-0.063534015,-0.1404992,86,2
0.21781088,-0.029266492,0.051668812,0.027510347,-0.054699709,87,2
0.29619737,-0.053966707,-0.0065672506,-0.055732285,-0.040580289,88,2
0.15540707,-0.024271751,0.023585229,0.013523992,-0.0943569,89,2
0.31609447,-0.027057166,0.003537851,-0.11370972,-0.074163327,90,2
0.13436556,-0.04695701,0.011491878,0.062892597,-0.1047175,91,2
0.14814994,-0.036355759,0.058729774,-0.13393248,-0.048865621,92,2
0.23245673,-0.041863969,0.077947229,-0.009603692,-0.12853779,93,2
0.19096632,-0.020533175,-0.050794696,-0.02778366,-0.047047516,94,2
0.16554179,-0.048503354,-0.083806705,-0.051092433,-0.042840188,95,2
0.27687416,0.018190152,0.046696772,-0.11744639,-0.073310259,96,2
0.1829867,0.019798372,0.040559788,-0.074096782,-0.066300895,97,2
0.21615948,-0.066909914,0.023829446,0.041526897,-0.058509309,98,2
0.1968145,-0.039797448,0.037702689,-0.01706952,-0.076801487,99,2
0.22491814,-0.064628361,-0.0024874615,-0.019035749,-0.076154649,100,2
0.19760537,-0.0047919204,-0.05419363,-0.039673882,-0.073577876,101,2
0.19384108,-0.01458893,-0.012877749,-0.067286135,0.0092605478,102,2
0.20806244,-0.058341016,0.039533633,0.0057263817,-0.11982381,103,2
0.18966959,-0.033349038,0.0042821439,-0.040224756,-0.010505554,104,2
0.19970273,-0.068773724,0.024456877,0.0014965906,-0.055729843,105,2
0.21566544,-0.0095775499,-0.046569996,-0.10019485,-0.085360494,106,2
0.33561937,-0.066815532,0.058806679,0.042245845,-0.063216795,107,2
0.10526973,-0.050262579,0.0095715479,0.00082695892,-0.15302805,108,2
0.057714739,-0.091120772,0.018883926,-0.0037306501,-0.16638218,109,2
0.27892951,0.0057185898,0.0020050267,-0.051048729,-0.057867252,110,2
0.26842416,-0.019734659,0.036661423,-0.082344968,-0.14646773,111,2
0.20655452,-0.018848033,0.016529523,-0.03366723,-0.087785395,112,2
0.21952788,-0.058323131,-0.00017510555,0.0044465846,-0.048642547,113,2
0.16387744,-0.027134936,0.01004816,0.030213327,-0.0911224,114,2
0.31555254,-0.072513388,0.031580737,-0.034892863,-0.0010663132,115,2
0.2814347,-0.018122469,0.035772434,0.048793932,-0.035917187,116,2
0.29844832,-0.016772045,0.02530996,-0.07721627,-0.095765797,117,2
0.24197196,-0.021186718,0.057219118,-0.077992112,-0.12893899,118,2
0.20650581,0.0077069063,-0.021591462,0.0097420781,-0.058223643,119,2
0.19532536,-0.0045409759,0.0027415265,0.00069990013,-0.056605963,120,2
0.29275112,-0.064913283,0.063118708,-0.048972548,-0.065480585,121,2
0.2334446,-0.02404012,-0.044614878,0.053142933,-0.072899195,122,2
0.21160103,-0.048262723,0.034933613,-0.068760457,0.07298249,123,2
0.26446523,-0.018839464,-0.028714539,0.047656653,-0.0069147094,124,2
0.29579986,-0.038505556,0.051363305,-0.029023295,0.052403394,125,2
0.18535924,-0.048133266,-0.011952873,-0.001601802,-0.091573673,126,2
0.17922559,-0.044169275,-0.031588664,-0.099459275,-0.08078284,127,2
0.29466346,-0.075425243,0.053133964,0.067628051,-0.053371947,128,2
0.331411,-0.024623907,0.076272803,-0.061632344,-0.036103267,129,2
0.15872236,-0.080211284,-0.023913794,-0.17100969,-0.086995493,130,2
0.30826216,-0.03143082,0.0018991075,-0.034553553,-0.12127231,131,2
0.12482271,-0.027786625,0.063147964,-0.079676564,-0.069998796,132,2
0.23894277,-0.051158743,0.050256767,0.048441832,-0.082204054,133,2
0.19046206,-0.028693241,0.0041304892,-0.055391052,-0.08922419,134,2
0.2411493,-0.035331204,0.058541499,0.0079413961,-0.037549176,135,2
0.18225317,-0.055408912,-0.013446963,-0.031691913,-0.083879547,136,2
0.25148407,-0.086786492,-0.010628165,0.052000823,-0.015971845,137,2
0.19410374,-0.034662648,0.07429764,-0.011492327,-0.1368206,138,2
0.36662547,-0.046552439,0.030156642,-0.043154262,-0.070452371,139,2
0.29717717,-0.02956061,0.038318355,-0.021640312,-0.086669582,140,2
0.19617616,-0.029668284,0.023738244,-0.036689103,-0.053541364,141,2
0.21596849,-0.033568946,0.050769166,-0.0035884828,-0.0012273618,142,2
0.31989542,-0.058161782,0.059557661,-0.015010995,-0.11957292,143,2
0.18260204,-0.022118328,0.010030155,0.03227194,0.020712725,144,2
0.29770799,-0.046308783,-0.0035369661,-0.024020696,-0.045160662,145,2
0.14219,-0.027288037,0.036307981,-0.060907494,-0.094432395,146,2
0.2956872,-0.07285027,-0.033106611,0.057610541,-0.036980911,147,2
0.1041117,-0.01163079,0.020379748,-0.023253209,-0.090817868,148,2
0.3092553,-0.066815737,-0.041912666,-0.1102315,-0.059394743,149,2
0.26771706,-0.06540286,-0.0042352612,-0.14056335,-0.058071537,150,2
0.22041011,-0.015636931,0.1289368,-0.11706839,-0.10065537,151,2
0.19130628,-0.057870827,-0.11419803,0.035303612,0.00070124562,152,2
0.22914261,-0.032338634,0.1385633,-0.09697557,-0.15286905,153,2
0.34007461,-0.051348326,0.0070366701,0.085290502,-0.098270298,154,2
0.14920226,-0.035152088,0.054376726,-0.072812301,-0.11629797,155,2
0.23230341,-0.02769777,0.077354494,-0.075333705,-0.072655299,156,2
0.18645804,-0.016350841,0.084095844,-0.0082048117,-0.02416939,157,2
0.22144374,-0.074620459,-0.0076112512,0.010631024,-0.1356641,158,2
0.33505393,-0.0415731,0.067601627,-0.0099130471,-0.10857568,159,2
0.16328985,-0.056425727,-0.019324372,-0.013621899,-0.04765949,160,2
0.25579252,-0.015508968,0.040845488,-0.019605279,-0.048932187,161,2
0.29544753,-0.061020463,-0.019371142,0.019206567,-0.085944262,162,2
0.19555644,-0.038440828,0.036914482,-0.025653548,-0.061880458,163,2
0.23157268,-0.05921669,-0.027818923,-0.015188278,-0.11391076,164,2
0.19261766,-0.0084656837,0.079175678,0.015112583,-0.022048279,165,2
0.29555686,-0.03286373,0.0094155624,-0.012368753,-0.039060101,166,2
0.32625081,-0.055497092,-0.017608113,0.092657821,-0.015225247,167,2
0.13143078,-0.027240204,-0.072734513,-0.052382566,-0.058197436,168,2
0.3137554,-0.067803847,0.097215632,0.017228273,-0.10012454,169,2
0.17038645,-0.019821451,-0.01640055,-0.013478633,-0.052536183,170,2
0.23520738,-0.018384539,-0.0026689346,-0.053958732,-0.064860594,171,2
0.23630252,-0.021951334,-0.011702169,0.035227374,-0.06306122,172,2
0.24294193,-0.02127795,-0.010768679,0.034725926,-0.059304442,173,2
0.13975019,-0.039052572,0.0021791404,0.012647115,-0.013164972,174,2
0.12202446,-0.030387931,0.034770275,0.038261047,-0.0016303259,175,2
0.29138981,-0.05857788,0.0045442774,0.023592926,-0.080942761,176,2
0.17487705,-0.012138647,0.055145363,-0.0045290901,-0.07375742,177,2
0.22661397,-0.086693631,-0.047654775,-0.042536745,-0.037115477,178,2
0.21507622,-0.00020613994,0.054213599,0.0047636559,-0.10710215,179,2
0.26921795,-0.078831236,0.052121647,-0.056857871,-0.13721099,180,2
0.16981535,-0.020466232,-0.00079411469,0.026254039,-0.035425005,181,2
0.24170336,-0.018044889,0.046934798,-0.024948807,-0.10144011,182,2
0.21392398,-0.040256303,0.056078689,-0.0036030073,-0.13628183,183,2
0.26055148,-0.036602409,-0.0064868216,0.019867458,-0.059099901,184,2
0.20775622,-0.063344297,0.026575501,-0.050165265,-0.10113624,185,2
0.192542,-0.051714275,0.061773963,-0.058867583,-0.061967101,186,2
0.25828553,-0.047895577,0.0021633142,0.04833742,-0.044893981,187,2
0.19753724,-0.028936904,0.015977113,-0.094254988,-0.094690156,188,2
0.21647776,-0.033548331,0.011201911,-0.097851963,-0.096432722,189,2
0.23133676,-0.027674855,-0.001725396,0.021105265,-0.079813306,190,2
0.27221176,-0.029859604,-0.0019677291,0.0044219725,-0.098032157,191,2
0.21196316,-0.052471848,0.061695866,-0.025480927,-0.082075941,192,2
0.1175005,-0.03195117,-0.0051175487,-0.016506179,-0.11169892,193,2
0.23790346,-0.014302348,0.038606341,0.032882264,-0.10299362,194,2
0.21267774,-0.050186481,0.031934754,0.031807799,-0.10554254,195,2
0.22834116,-0.016366319,0.086984624,-0.0060885355,-0.094410278,196,2
0.2163497,-0.055127571,-0.06210836,-0.076595921,-0.078849765,197,2
0.21404792,-0.044074712,0.036095181,-0.027264318,-0.13317988,198,2
0.2453947,-0.048467504,-0.0073950465,-0.030525529,-0.11197552,199,2
0.31005386,-0.060180719,0.027152792,-0.0051874775,-0.079053667,200,2
0.1517356,-0.041869115,0.019832797,-0.023739554,-0.10187204,201,2
0.22559522,-0.013228656,0.019242149,-0.02470387,-0.065154691,202,2
0.2410327,-0.025771918,0.042660103,-0.10972252,-0.12359792,203,2
0.21506338,-0.084132461,0.0250172,0.0041715575,-0.12268992,204,2
0.35015063,-0.044932075,0.022872682,-0.04726545,-0.073322519,205,2
0.13666759,-0.040678895,0.022920338,0.042106123,-0.10653206,206,2
0.24055366,-0.041722794,0.065306319,0.027819933,-0.17897067,207,2
0.21932249,-0.038875386,-0.024695225,-0.042343081,0.015925043,208,2
0.20324877,-0.037362444,-0.027831937,-0.021542659,0.0036298838,209,2
0.26901657,-0.021091172,-0.00093584624,0.01918391,0.040131146,210,2
0.15383102,-0.051433258,0.0023322888,-0.048421336,-0.11211316,211,2
0.29682256,-0.013857695,0.022210238,0.014079301,-0.031690886,212,2
0.17290057,-0.075559583,0.026546527,-0.015968177,-0.10017191,213,2
0.34499838,-0.014748498,0.022304387,0.002032471,-0.14666098,214,2
0.1155917,-0.059472206,0.02761568,-0.049489256,-0.016840566,215,2
0.35342378,-0.032880217,0.034426493,0.053369271,-0.17984608,216,2
0.34548409,-0.034047565,0.038247659,0.048125742,-0.17613443,217,2
0.14300249,-0.048773904,-0.0076975294,-0.097187558,0.0043788641,218,2
0.2580387,-0.024539061,0.00066982729,-0.048138613,-0.036808844,219,2
0.18254527,-0.045489229,0.017743225,0.045292058,-0.093354507,220,2
0.18272195,-0.040630271,0.028079193,-0.020647154,-0.0099660624,221,2
0.26655235,-0.050213959,0.0034361958,-0.067372699,-0.092389482,222,2
0.21340918,-0.049252948,0.013113701,0.029893548,-0.079200822,223,2
0.20992257,-0.030069745,0.021576989,-0.047271321,-0.043405516,224,2
0.21849929,-0.010210034,-0.011064997,-0.024907808,-0.056673891,225,2
0.20604582,-0.071319947,0.047096973,-0.017898496,-0.08511221,226,2
0.17051534,-0.068867226,0.0010279426,0.004777122,-0.08102488,227,2
0.23794885,-0.011424151,0.0094919562,-0.042097096,-0.036995051,228,2
0.24305533,0.0020739708,-0.0099117762,-0.031679193,-0.039590829,229,2
0.15116813,-0.053533763,0.0063325432,0.028120599,-0.097908623,230,2
0.28059073,-0.021031611,0.024315166,-0.04750721,0.026308567,231,2
0.17707343,-0.071316307,-0.018208681,-0.036106751,-0.032961774,232,2
0.19240954,-0.021851808,0.043597738,-0.0085856014,-0.096899193,233,2
0.19172746,-0.046294751,0.053171663,-0.0093054561,-0.045969137,234,2
0.24978303,-0.031039526,0.018371463,-0.027197949,-0.09955754,235,2
0.20898683,-0.026433154,0.016330089,0.0066547948,-0.038110443,236,2
0.19555503,-0.058350227,0.017115799,-0.047603763,-0.095772638,237,2
0.2051152,-0.055024184,0.028512827,-0.029342718,-0.10771912,238,2
0.24975835,-0.017052626,0.042007831,-0.032974548,-0.098422417,239,2
0.19832462,-0.018772335,0.092031903,-0.039785112,-0.13011682,240,2
0.24738814,-0.053150792,-0.052879332,0.02491005,0.015514375,241,2
0.23945952,-0.028774142,0.054049716,-0.067837388,-0.037413764,242,2
0.28013347,-0.025711492,0.047130222,-0.033191367,-0.040364963,243,2
0.19282833,-0.054724187,-0.023580053,-0.01766573,-0.083332464,244,2
0.13829459,-0.039790641,0.0026757706,-0.032788787,-0.11752516,245,2
0.15538498,-0.049733843,-0.033216689,-0.040144539,-0.12836203,246,2
0.29780467,-0.043210096,-0.017411576,-0.0097364091,-0.016878539,247,2
0.31109857,-0.031769329,-0.05593643,-0.066628341,0.026099999,248,2
0.13593833,-0.038730504,0.022921768,0.020986037,0.0064810174,249,2
0.28688914,-0.036046145,-0.026020344,-0.038062178,-0.096629403,250,2
0.13832496,-0.032646429,0.095460605,-0.057173593,-0.05589388,251,2
0.15894001,-0.024721693,-0.03378735,-0.030386053,-0.10380855,252,2
0.23595255,0.0031052521,-0.015742601,0.0036898399,-0.054227456,253,2
0.27505955,-0.081268886,0.021369856,-0.037741512,0.020298978,254,2
0.21679384,-0.027131567,0.0084251707,-0.0016507982,-0.1404284,255,2
0.28963691,0.00089095867,0.048287233,0.052602401,-0.094554589,256,2
0.24457421,0.0029773976,0.0361333,0.058433758,-0.064235907,257,2
0.19533297,-0.05846597,0.0058397303,-0.12153061,-0.059019296,258,2
0.20490598,-0.072220226,0.0070217447,-0.11997506,-0.044369836,259,2
0.17064003,-0.059699725,0.03969169,-0.045771267,-0.023705681,260,2
0.27087432,-0.028112613,0.037171397,-0.024151633,-0.056183846,261,2
0.22537182,0.0019884173,0.024845203,-0.011708237,-0.063221585,262,2
0.24596038,-0.07754435,0.035631809,-0.005942754,-0.070661431,263,2
0.27047715,-0.051857661,0.066381762,0.012301009,-0.045087575,264,2
0.29542484,-0.055166421,0.064553233,0.019366556,-0.041492985,265,2
0.066023884,-0.032538515,-0.024933097,-0.030846193,-0.081973053,266,2
0.12430603,-0.041049024,-0.036159274,-0.053854901,-0.048867999,267,2
0.28177674,-0.026609991,0.01192059,-0.049278364,-0.051712343,268,2
0.16778112,-0.051207571,0.029500678,0.02636119,-0.12511322,269,2
0.19991791,-0.062113014,0.031129421,0.0014851506,-0.14000168,270,2
0.20295442,-0.046179717,0.02134411,-0.035031234,-0.15624474,271,2
0.23588885,-0.027311154,-0.038202979,0.030858729,0.087428585,272,2
0.25892965,-0.044571501,0.058587497,-0.019702323,0.0018646471,273,2
0.30169977,-0.05624672,0.026634251,0.026341035,-0.08518714,274,2
0.15721636,-0.029968635,0.04176486,-0.054267785,-0.16040999,275,2
0.12294699,-0.062241128,0.027026495,0.023377666,-0.12391349,276,2
0.36556163,-0.037159047,0.024062417,-0.070257599,-0.0033239979,277,2
0.16872847,-0.055949734,-0.002695991,0.056166941,-0.17268925,278,2
0.29487267,-0.02044484,0.0070503342,-0.093216921,0.026639962,279,2
0.14435378,-0.052076902,-0.011565733,-0.050948967,-0.13238107,280,2
0.16171089,-0.069382165,-0.0019313039,-0.03560844,-0.12659201,281,2
0.30159353,-0.012094449,0.090436335,0.026851774,-0.12573634,282,2
0.27289566,-0.036232253,0.038885881,-0.043672443,-0.11346804,283,2
0.26518701,-0.042327486,0.017891981,-0.044549041,-0.12187672,284,2
0.17673479,-0.061425849,-0.022676879,-0.0074438685,-0.022436873,285,2
0.24721382,-0.0021590793,-0.03860065,-0.0021315264,-0.11746674,286,2
0.15549506,-0.07584928,-0.034829167,-0.07960034,-0.019312682,287,2
0.12835831,-0.014064779,0.064044768,0.016356751,-0.045762049,288,2
0.26667384,-0.057788082,-0.065368756,-0.055616724,-0.068055341,289,2
0.15615943,-0.013996914,0.056951415,0.01485564,-0.059094618,290,2
0.2838491,-0.055176473,0.0024935814,-0.070307298,-0.081054034,291,2
0.15258509,-0.016290097,0.00094460083,-0.0084527149,-0.028683408,292,2
0.30797393,-0.064117048,0.058791131,0.0054507907,-0.15821911,293,2
0.20763873,-0.011888794,-0.050826087,-0.0066845077,0.010277228,294,2
0.20140184,-0.066169625,0.033561484,-0.031203068,-0.043288618,295,2
0.15622288,-0.048216994,0.031529992,-0.039536185,-0.049479815,296,2
0.15159037,-0.044329452,0.018375201,-0.0043500743,-0.047889191,297,2
0.16301246,-0.042376998,-0.013314695,-0.010454515,-0.063403201,298,2
0.16810403,-0.024475214,0.0079235912,-0.027077299,-0.047829176,299,2
0.30154744,-0.041523879,-0.013296213,-0.07347136,-0.023522892,300,2
0.2429978,-0.04127524,-0.015110767,-0.069896126,-0.016245359,301,2
0.21492105,-0.07505416,0.06060903,0.033179709,-0.045245947,302,2
0.31284388,-0.067889676,0.023478184,0.0068573977,-0.029872713,303,2
0.13731343,-0.012928449,0.021009382,-0.034847962,-0.049372246,304,2
0.23378645,-0.051717199,0.01508654,-0.059193401,-0.01343959,305,2
0.21113258,-0.027873126,-0.0079421222,0.019640031,-0.11973011,306,2
0.22634307,-0.045614737,-0.025688448,0.065678856,-0.037214938,307,2
0.29279437,-0.036918746,0.05541237,-0.063185364,-0.10074157,308,2
0.1950569,-0.051992298,0.026435371,0.062201183,-0.032425992,309,2
0.23887491,-0.070136413,-0.013437699,0.042991356,-0.064883266,310,2
0.27859129,-0.087206901,-0.016865126,0.031749203,-0.084293038,311,2
0.17192608,-0.0043191672,0.091260423,0.023411296,-0.066653974,312,2
0.25471262,-0.072628411,0.096402742,0.038314679,-0.057281097,313,2
0.17260875,-0.017543624,-0.021792539,-0.025620284,-0.0888922,314,2
0.21829892,-0.0015990751,0.045876774,-0.05240815,-0.10332245,315,2
0.18998366,-0.070966488,-0.050766307,0.051954042,0.022365925,316,2
0.28014438,-0.0090666291,0.082921423,-0.087859013,-0.16197841,317,2
0.24028073,-0.003115305,-0.014633548,0.037961882,-0.14434157,318,2
0.24798353,-0.058566635,0.016480947,-0.022041648,-0.013544526,319,2
0.13311552,-0.027872007,0.023127606,-0.030219908,-0.076806299,320,2
0.25352546,-0.046427147,-0.013498541,-0.10600656,-0.060753711,321,2
0.20495524,-0.035640936,0.055614728,0.050263626,-0.097285098,322,2
0.20298287,-0.031393538,0.069288187,0.03717938,-0.1060103,323,2
0.21596261,-0.038588626,0.073677641,0.043726105,-0.11008387,324,2
0.34947614,-0.0076258251,0.020781119,0.04323498,-0.12296103,325,2
0.33454508,-0.012822144,0.010623366,0.085029367,-0.10780959,326,2
0.13631834,-0.057103658,0.016236709,-0.12437254,0.010393129,327,2
0.33231837,-0.018497612,0.048240137,0.088828988,-0.24369974,328,2
0.073506214,-0.064094476,0.0095527689,-0.056743706,-0.067593817,329,2
0.34052664,-0.023332931,0.03751256,-0.016200101,-0.078291686,330,2
0.19683968,-0.033447897,0.0040642075,-0.069414404,-0.088915427,331,2
0.21984866,-0.025317754,0.042003725,0.049220736,-0.055165628,332,2
0.3458893,-0.025321057,0.048515133,-0.039904624,-0.034598216,333,2
0.13953409,-0.043086396,-0.0060856133,0.038096783,-0.072690996,334,2
0.29778503,0.0077244208,0.063569374,-0.033105085,-0.030836794,335,2
0.22915297,-0.0038279163,0.018764676,-0.057707719,-0.096323784,336,2
0.19726663,-0.053006903,0.0098724262,-0.082434272,-0.058812856,337,2
0.19346607,-0.008811325,0.016488605,0.010598038,-0.11132767,338,2
0.27935094,-0.071029104,0.06353483,-0.007782342,-0.076720799,339,2
0.31028852,-0.054693674,0.10424774,-0.04183713,-0.092650036,340,2
0.25535389,-0.033210838,0.016055356,-0.025569726,-0.042307966,341,2
0.21913992,-0.004377319,0.032405386,0.0082410024,-0.040339977,342,2
0.32717844,-0.040513492,0.036921572,-0.11544916,-0.099889822,343,2
0.29398936,-0.018566693,0.037535038,-0.043609139,-0.1016311,344,2
0.28009415,-0.048270127,0.0059299017,-0.070904578,-0.13439258,345,2
0.15067687,-0.031227921,0.021635964,0.029105142,0.00083402685,346,2
0.2065603,-0.036262176,0.030018654,-0.10745618,-0.10737229,347,2
0.20781377,-0.056879232,0.015157331,-0.0045851489,-0.011263745,348,2
0.13954344,-0.022417154,-0.020983932,-0.0087269709,-0.10917673,349,2
0.28351669,-0.06817047,0.040068188,-0.066079182,-0.02785889,350,2
0.19045876,-0.067103886,0.028276869,-0.072267169,-0.04946011,351,2
0.20297477,-0.041928185,-0.028375129,-0.05027757,-0.060576541,352,2
0.18237632,-0.044770951,0.033856545,0.0047426216,-0.039018646,353,2
0.2292808,-0.039675043,-0.0036061089,-0.01502747,-0.095272392,354,2
0.22387225,-0.032230955,0.041582044,-0.010576136,-0.053385173,355,2
0.15417818,-0.056687768,0.051218061,-0.0046127197,-0.077322848,356,2
0.30425833,-0.027239915,0.0045994979,-0.0077997025,-0.094238908,357,2
0.2080325,-0.052119075,0.044356878,-0.031268951,-0.11932563,358,2
0.23854861,-0.05043798,0.035545581,0.033800818,-0.070543404,359,2
0.19865872,-0.056574668,0.030056822,0.049583564,-0.078123264,360,2
0.2330781,-0.050267169,0.022932044,-0.0035925801,-0.068347441,361,2
0.21975792,-0.063418974,0.038640798,-0.014830024,-0.0095461574,362,2
0.2802253,-0.021586725,-0.0024545123,0.0070825333,-0.14566431,363,2
0.16080377,-0.066895999,0.010298321,-0.040535591,-0.010683058,364,2
0.3050241,-0.022861115,0.060015202,0.056367141,-0.1932195,365,2
0.19107154,-0.065343792,0.014422993,-0.09540763,-0.056215908,366,2
0.31114066,-0.023386301,0.028071558,-0.035516533,-0.12222491,367,2
0.17110955,-0.0089424298,-0.0024002721,-0.004938782,-0.080710431,368,2
0.21535654,-0.043764207,0.065261225,-0.013854049,-0.098764739,369,2
0.21688662,-0.035249012,-0.016636017,-0.0064120859,-0.056246599,370,2
0.2310895,0.024779209,-9.9378356e-05,-0.025182022,-0.062018691,371,2
0.23365582,-0.025519102,0.036497992,-0.059631992,0.020592607,372,2
0.23200779,-0.041314572,0.0052829092,-0.026562801,-0.064692027,373,2
