"adm1_name","Easting","Northing","Datetime","fcs","cv_ind","rainfall_3_months_anomaly_cubic_intp","ndvi_value_cubic_intp","ndvi_anomaly_cubic_intp","log_currency_exchange","log_Area","MPI_intensity","Muslim","log_food_inflation_MPI","log_fatalities_explosions","MPI","n_conflicts_Battles_rolsum_90days","log_fatalities_battles","headline_inflation_cubic_intp","day_num","Ramadan_past90days_Muslimpop"
"Sokoto",1195.49985159013,-4074.61548466167,"2022-10-05",0.383165034033169,5,1.13981168800027,0.469854685884944,1.11386798578773,6.07043745197727,1.30278956537897,45.2,0.989,1.29204068470973,0,0.409,0,0,20.9513535573314,1,0
"Sokoto",1195.49985159013,-4074.61548466167,"2022-10-12",0.387052845392185,5,1.17681233298897,0.440697723785076,1.10732428503435,6.0759665281957,1.30278956537897,45.2,0.989,1.29405597703447,0,0.409,1,0.693147180559945,21.0449815933777,2,0
"Sokoto",1195.49985159013,-4074.61548466167,"2022-10-19",0.394878730961793,5,1.1963065555643,0.410876863257621,1.101441683578,6.07988742745788,1.30278956537897,45.2,0.989,1.29639368689358,0,0.409,1,0.693147180559945,21.1540733904655,3,0
"Sokoto",1195.49985159013,-4074.61548466167,"2022-10-26",0.37817768645809,5,1.24141839793714,0.385450656598296,1.09854826544856,6.08119098498184,1.30278956537897,45.2,0.989,1.29878899678999,0,0.409,1,0.693147180559945,21.2688481948402,4,0
"Sokoto",1195.49985159013,-4074.61548466167,"2022-11-02",0.392675702511804,5,1.30895115109533,0.364183184899948,1.09856560290957,6.08534188269933,1.30278956537897,45.2,0.989,1.30080179282225,0,0.409,1,0.693147180559945,21.3716762186163,5,0
"Sokoto",1195.49985159013,-4074.61548466167,"2022-11-09",0.406158106310109,5,1.3670880451793,0.344778118079663,1.1000459576307,6.08856857155596,1.30278956537897,45.2,0.989,1.30199442057409,0,0.409,1,0.693147180559945,21.4446900910365,6,0
"Sokoto",1195.49985159013,-4074.61548466167,"2022-11-16",0.409721445914447,5,1.39797728982175,0.328131750572974,1.10168664755513,6.09173965396592,1.30278956537897,45.2,0.989,1.30193136542862,0,0.409,1,0.693147180559945,21.4700469869631,7,0
"Sokoto",1195.49985159013,-4074.61548466167,"2022-11-23",0.416156319832682,5,1.39763776346013,0.314096984893568,1.10266018595051,6.09537401049849,1.30278956537897,45.2,0.989,1.3004879416642,0,0.409,1,0.693147180559945,21.4423732559891,8,0
"Sokoto",1195.49985159013,-4074.61548466167,"2022-11-30",0.441983882776453,5,1.34885972862403,0.301835305944937,1.10229476861929,6.09681506271581,1.30278956537897,45.2,0.989,1.29837025251297,0,0.409,2,1.38629436111989,21.389014558566,9,0
"Sokoto",1195.49985159013,-4074.61548466167,"2022-12-07",0.431369222667558,5,1.21636888911727,0.290868808579458,1.09988384810723,6.09877066884622,1.30278956537897,45.2,0.989,1.29642985622488,0,0.409,3,2.30258509299405,21.3426184089674,10,0
