,adm1_name,Datetime,adm1_code,fcs,pewi_cubic_intp,food_inflation_cubic_intp,headline_inflation_cubic_intp,Explosions/Remote violence_cubic_intp,rainfall_value_cubic_intp,rainfall_1_month_anomaly_cubic_intp,rainfall_3_months_anomaly_cubic_intp,ndvi_value_cubic_intp,ndvi_anomaly_cubic_intp,Violence against civilians_cubic_intp,Battles_cubic_intp,currency_exchange_cubic_intp,rcsi_cubic_intp,fcs_cubic_intp,year_week,day_of_week,day_of_week_num,Ramadan,Ramadan_past90days,cv_ind,Area,Lat,Lon,Waterways,population,Easting,Northing,MPI,MPI_incidence,MPI_intensity,Muslim,rainfall_1_month_anomaly_asinh,ndvi_anomaly_asinh,rainfall_value_log,currency_exchange_log,Area_log
12,Barh El Gazal,2022-12-28,900172.0,0.5331047766549247,0.4839730437075155,16.872907930763763,2.1039102877294327,,-0.00024057147604151485,0.9998647580388382,1.0749603232668912,0.15668071973756348,1.0675819429394295,,0.0,617.2390219844611,0.2835349518912179,0.5331047766549247,2022-W52,Wednesday,3.0,0.0,0.0,2,50420.65961889252,14.420334714815786,16.883105466161155,12.96653130358895,412808,703015.1959992314,1595045.0925462649,61.56,93.5,65.8,0.9905369121803425,0.8812779532783174,0.9283631467846849,-0.00024060041800088214,6.426875149647775,10.828176116084617
13,Barh El Gazal,2023-01-04,900172.0,0.5732159587315151,0.504754958434516,17.282587735407237,2.092494476258765,,1.0665259587745934e-05,1.0000060642840372,1.0065747631346218,0.15582916828514456,1.0672592578031872,,0.0,615.3341236192267,0.2903169250488281,0.5732159587315151,2023-W01,Wednesday,3.0,0.0,0.0,2,50420.65961889252,14.420334714815786,16.883105466161155,12.96653130358895,412808,703015.1959992314,1595045.0925462649,61.56,93.5,65.8,0.9905369121803425,0.8813778751094077,0.9281425321532815,1.0665202714228821e-05,6.4237892249559865,10.828176116084617
14,Barh El Gazal,2023-01-11,900172.0,0.5899295479910714,0.4969016806418004,17.33554306102848,1.9398260202933497,,2.6623246454723897e-05,1.0000151149764227,0.9754905342219613,0.1553338443766615,1.06997454278561,,0.0,614.1622631790552,0.2820725495474679,0.5899295479910714,2023-W02,Wednesday,3.0,0.0,0.0,2,50420.65961889252,14.420334714815786,16.883105466161155,12.96653130358895,412808,703015.1959992314,1595045.0925462649,61.56,93.5,65.8,0.9905369121803425,0.8813842748814823,0.9299978212553446,2.6622892062413033e-05,6.421886075573759,10.828176116084617
15,Barh El Gazal,2023-01-18,900172.0,0.6248401859828404,0.46143355922041174,17.119367814676576,1.6894866139544455,,-1.2784796775700305e-05,0.999991914883669,0.9852149045860633,0.15473307471837466,1.0727699251266845,,0.0,606.2980016840405,0.30219573157174245,0.6248401859828404,2023-W03,Wednesday,3.0,0.0,0.0,2,50420.65961889252,14.420334714815786,16.883105466161155,12.96653130358895,412808,703015.1959992314,1595045.0925462649,61.56,93.5,65.8,0.9905369121803425,0.8813678699674029,0.9319052154184172,-1.2784878501899756e-05,6.40901961240584,10.828176116084617
16,Barh El Gazal,2023-01-25,900172.0,0.6341821507045201,0.401982926844958,16.819344959891502,1.4446599145013361,,-4.62326823994054e-07,1.000001508582393,1.0045565737658577,0.15397860383264464,1.0742522843487161,,0.0,603.3092832077301,0.2989475767953055,0.6341821507045201,2023-W04,Wednesday,3.0,0.0,0.0,2,50420.65961889252,14.420334714815786,16.883105466161155,12.96653130358895,412808,703015.1959992314,1595045.0925462649,61.56,93.5,65.8,0.9905369121803425,0.8813746537479807,0.9329156061337428,-4.623269309197562e-07,6.404086125168649,10.828176116084617
17,Barh El Gazal,2023-02-01,900172.0,0.6365379224504742,0.32221516765444363,16.6219935959017,1.309283769236527,,-2.5411278179715113e-06,1.0000010380843358,1.0012367603381844,0.15303615156376588,1.0739067685609123,,0.0,602.5448507211961,0.30010699135916574,0.6365379224504742,2023-W05,Wednesday,3.0,0.0,0.0,2,50420.65961889252,14.420334714815786,16.883105466161155,12.96653130358895,412808,703015.1959992314,1595045.0925462649,61.56,93.5,65.8,0.9905369121803425,0.8813743210558258,0.932680165914135,-2.5411310466162286e-06,6.402820355458345,10.828176116084617
18,Barh El Gazal,2023-02-08,900172.0,0.6511527579171317,0.22646317632090193,16.69780728157573,1.3772187972261751,,2.2450226361213143e-05,0.9999998896777852,0.9983100838104095,0.1515008949075746,1.0708290156523803,,0.0,609.520328336441,0.2877520206996373,0.6511527579171317,2023-W06,Wednesday,3.0,0.0,0.0,2,50420.65961889252,14.420334714815786,16.883105466161155,12.96653130358895,412808,703015.1959992314,1595045.0925462649,61.56,93.5,65.8,0.9905369121803425,0.8813735090099547,0.9305811423885278,2.2449974358710087e-05,6.414311590844787,10.828176116084617
19,Barh El Gazal,2023-02-15,900172.0,0.6512044961111886,0.12510916172193975,17.07204811627083,1.6510007366445265,,-4.354547017517217e-05,0.9999992335885676,1.0002502408822818,0.14951451868987004,1.0660230733101426,,0.0,612.9105529993313,0.2663563973563058,0.6512044961111886,2023-W07,Wednesday,3.0,0.0,0.0,2,50420.65961889252,14.420334714815786,16.883105466161155,12.96653130358895,412808,703015.1959992314,1595045.0925462649,61.56,93.5,65.8,0.9905369121803425,0.8813730450847181,0.9272970439626068,-4.3546418306665795e-05,6.419849238380721,10.828176116084617
20,Barh El Gazal,2023-02-22,900172.0,0.6668951307024275,0.03370853936613738,17.645780261555238,2.055066806834124,,-1.8570514650486656e-05,0.9999996764280512,1.0001156087714984,0.1476527230795002,1.0625635642050806,,0.0,614.3111425831186,0.2767801557268415,0.6668951307024275,2023-W08,Wednesday,3.0,0.0,0.0,2,50420.65961889252,14.420334714815786,16.883105466161155,12.96653130358895,412808,703015.1959992314,1595045.0925462649,61.56,93.5,65.8,0.9905369121803425,0.8813733582196053,0.9249281392600627,-1.8570687084626414e-05,6.4221280627700565,10.828176116084617
21,Barh El Gazal,2023-03-01,900172.0,0.6654319000244141,-0.03180780056309622,18.311053512544753,2.5081857862545633,,0.00014389757518071285,1.000002823302218,0.9999560927934408,0.14644266728016503,1.0636142123507315,,0.0,620.095325823257,0.27408373968941824,0.6654319000244141,2023-W09,Wednesday,3.0,0.0,0.0,2,50420.65961889252,14.420334714815786,16.883105466161155,12.96653130358895,412808,703015.1959992314,1595045.0925462649,61.56,93.5,65.8,0.9905369121803425,0.8813755833942776,0.925648004820556,0.0001438872229176563,6.4314845738941395,10.828176116084617
22,Barh El Gazal,2023-03-08,900172.0,0.6657417624337333,-0.05701750939278339,18.95782443880615,2.9288138897123384,,-0.0011860297370890748,0.999976597616768,1.0000054830650773,0.1457994670325856,1.0672778982500823,,0.0,617.2942626835135,0.2656765447344099,0.6657417624337333,2023-W10,Wednesday,3.0,0.0,0.0,2,50420.65961889252,14.420334714815786,16.883105466161155,12.96653130358895,412808,703015.1959992314,1595045.0925462649,61.56,93.5,65.8,0.9905369121803425,0.8813570389388479,0.9281552772933209,-0.0011867336269689255,6.426964497342292,10.828176116084617
